Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Boot type (product.metafields.shopify.boot-type),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Inline skating style (product.metafields.shopify.inline-skating-style),Shell/Frame material (product.metafields.shopify.shell-frame-material),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Sneaker style (product.metafields.shopify.sneaker-style),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-sw02,,,,,,,,,44,,,,,,,,SW02-Black-44_AN,800.0,shopify,0,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/Highland-Formal-Black-Mens-Back_402ae10c-c3f7-4c11-88e0-69f5f3c73005.jpg?v=1609225972,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-sw02,,,,,,,,,45,,,,,,,,SW02-Black-45_AN,800.0,shopify,0,deny,manual,67.50,135.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-plain-formal-shoes-black-ca01,Mens Green Fields Plain Formal Shoes,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Leather-look, durable synthetic upper</li>
<li data-mce-fragment=""1"">Slightly cushioned footbed for comfort</li>
<li data-mce-fragment=""1"">Slip-on style with elasticated inserts</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Thin leather inner lining with a flexible outsole</span></li>
<li data-mce-fragment=""1"">Black Color</li>
<li data-mce-fragment=""1"">Brand <span data-mce-fragment=""1""><a href=""https://www.dhukkan.com/collections/mens-shoes-formals/brand-green-fields"" title=""Green Fields Formal Shoes"">Green Fields</a></span>
</li>
<li data-mce-fragment=""1"">Slip-on<span> </span><a title=""Formal shoes"" href=""https://www.dhukkan.com/collections/mens-shoes-formals"">formal</a><span> </span>shoes  </li>
</ul>",SPIC,,Shoes,"Apparel_Mens, B1G1, Brand-Green Fields, Category-Formal, Color_Back, NOON",true,Size,40,,,,,,,,CA01-Black-40_AN_AN_AZ,800.0,shopify,0,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFiled-Formal-Black-Mens-Side.jpg?v=1609228169,1,"",false,Men's Green Fields Slip On Formal Shoes | Comfortable Flat Shoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,active
buy-green-fields-mens-green-fields-plain-formal-shoes-black-ca01,,,,,,,,,41,,,,,,,,CA01-Black-41_AN_AN_AZ,800.0,shopify,2,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFiled-Formal-Black-Mens-Angle.jpg?v=1609228169,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-plain-formal-shoes-black-ca01,,,,,,,,,42,,,,,,,,CA01-Black-42_AN_AN_AZ,800.0,shopify,3,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFiled-Formal-Black-Mens-Back.jpg?v=1609228169,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-plain-formal-shoes-black-ca01,,,,,,,,,43,,,,,,,,CA01-Black-43_AN_AN_AZ,800.0,shopify,5,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFiled-Formal-Black-Mens-Style.jpg?v=1609228169,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-plain-formal-shoes-black-ca01,,,,,,,,,44,,,,,,,,CA01-Black-44_AN_AN_AZ,800.0,shopify,2,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFiled-Formal-Black-Mens-Top.jpg?v=1609228169,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-plain-formal-shoes-black-ca01,,,,,,,,,45,,,,,,,,CA01-Black-45_AN_AN_AZ,800.0,shopify,0,deny,manual,67.50,135.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-mg01,Mens Green Fields Slip On Formal Shoes,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Leather-look, durable synthetic upper</li>
<li data-mce-fragment=""1"">Slightly cushioned footbed for comfort</li>
<li data-mce-fragment=""1"">Slip-on style with elasticated inserts</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Thin leather inner lining with a flexible outsole</span></li>
<li data-mce-fragment=""1"">Black Color</li>
<li data-mce-fragment=""1"">Brand<span data-mce-fragment=""1""> </span><span data-mce-fragment=""1""><a href=""https://www.dhukkan.com/collections/mens-shoes-formals/brand-green-fields"" title=""Green Fields Formal Shoes"" data-mce-fragment=""1"" data-mce-href=""https://www.dhukkan.com/collections/mens-shoes-formals/brand-green-fields"">Green Fields</a></span><span data-mce-fragment=""1""> </span>
</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Slip-On <a href=""https://www.dhukkan.com/collections/mens-shoes-formals"" title=""Formal shoes"" data-mce-href=""https://www.dhukkan.com/collections/mens-shoes-formals"" data-mce-fragment=""1"">formal</a> shoes  </span></li>
</ul>",SPIC,,Shoes,"Apparel_Mens, B1G1, Brand-Green Fields, Category-Formal, Color_Black, NOON",true,Size,40,,,,,,,,MG01-Black-40_AN_AZ,800.0,shopify,1,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFields-Formal-Black-Men-Side_3973ddfa-0467-4b77-9641-18e839cfd0d9.jpg?v=1609232068,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,active
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-mg01,,,,,,,,,41,,,,,,,,MG01-Black-41_AN_AZ,800.0,shopify,3,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFields-Formal-Black-Men-Angle_f8f14983-2541-4b89-940b-585a01c26836.jpg?v=1609232068,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-mg01,,,,,,,,,42,,,,,,,,MG01-Black-42_AN_AZ,800.0,shopify,1,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFields-Formal-Black-Men-Top_a2967acd-98e8-493d-a6a2-193737e60c7f.jpg?v=1609232068,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-mg01,,,,,,,,,43,,,,,,,,MG01-Black-43_AN_AZ,800.0,shopify,4,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFields-Formal-Black-Men-Back_aded4daa-dc8e-41ed-96f1-32045ac06d50.jpg?v=1609232068,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-mg01,,,,,,,,,44,,,,,,,,MG01-Black-44_AN_AZ,800.0,shopify,1,deny,manual,67.50,135.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFields-Formal-Black-Men-Style_db9b4f02-f006-42b5-847f-53f8dc62526e.jpg?v=1609232068,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-mg01,,,,,,,,,45,,,,,,,,MG01-Black-45_AN_AZ,800.0,shopify,0,deny,manual,67.50,135.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
mens-high-land-comfortable-formal-shoes,Mens High Land Comfortable Formal Shoes,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Leather-look, durable synthetic upper</li>
<li data-mce-fragment=""1"">Slightly cushioned footbed for comfort</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Thin leather inner lining with a flexible outsole</span></li>
<li data-mce-fragment=""1"">Black Color</li>
<li data-mce-fragment=""1"">Brand<span data-mce-fragment=""1""> </span><a href=""https://www.dhukkan.com/collections/mens-shoes-formals/brand-high-land"" title=""High Land Formal Shoes"" data-mce-fragment=""1"" data-mce-href=""https://www.dhukkan.com/collections/mens-shoes-formals/brand-high-land"">High Land</a>
</li>
<li data-mce-fragment=""1"">Slip-on<span data-mce-fragment=""1""> </span><a href=""https://www.dhukkan.com/collections/mens-shoes-formals"" title=""Formal shoes"" data-mce-fragment=""1"" data-mce-href=""https://www.dhukkan.com/collections/mens-shoes-formals"">formal</a><span data-mce-fragment=""1""> </span>shoes </li>
</ul>",SPIC,Uncategorized,Shoes,"Apparel_Mens, B1G1, Brand-High Land, Category-Formal, Color_Back",true,Size,40,,,,,,,,2303-Black-40_AN_AN,500.0,shopify,1,deny,manual,47.50,95.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/HighLand-Mens-Black-Formal-Side_2897c37b-d52a-425a-983d-f90bb99c2df1.jpg?v=1610872944,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.25,active
mens-high-land-comfortable-formal-shoes,,,,,,,,,41,,,,,,,,2303-Black-41_AN_AN,500.0,shopify,2,deny,manual,47.50,95.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/HighLand-Mens-Black-Formal-Top_0c811cba-9e28-4c8c-960b-40c94fa66da9.jpg?v=1610872944,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.25,
mens-high-land-comfortable-formal-shoes,,,,,,,,,42,,,,,,,,2303-Black-42_AN_AN,500.0,shopify,3,deny,manual,47.50,95.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/HighLand-Mens-Black-Formal-Angle_3b41c300-123c-4145-a025-1114c0472c8d.jpg?v=1610872945,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.25,
mens-high-land-comfortable-formal-shoes,,,,,,,,,43,,,,,,,,2303-Black-43_AN_AN,500.0,shopify,3,deny,manual,47.50,95.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/HighLand-Mens-Black-Formal-Back_11d5cb22-4fe6-4662-a04b-4e521f2709ba.jpg?v=1610872945,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.25,
mens-high-land-comfortable-formal-shoes,,,,,,,,,44,,,,,,,,2303-Black-44_AN_AN,500.0,shopify,1,deny,manual,47.50,95.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/HighLand-Mens-Black-Formal-Style_0cefa2bf-f934-4ad1-831d-d36b6831fd41.jpg?v=1610872945,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.25,
mens-high-land-comfortable-formal-shoes,,,,,,,,,45,,,,,,,,2303-Black-45_AN_AN,500.0,shopify,0,deny,manual,47.50,95.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.25,
buy-green-fields-mens-green-fields-lace-up-shoes-black-m01,Mens Green Fields Lace-Up Shoes,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Lightweight,<span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">Leather-look upper</span>
</li>
<li data-mce-fragment=""1"">Eyelets with lace-up closure for a secure fit</li>
<li data-mce-fragment=""1"">Cushioned footbed for added comfort</li>
<li data-mce-fragment=""1"">Low-heel for added height and style</li>
<li data-mce-fragment=""1"">Black Color</li>
<li data-mce-fragment=""1"">Brand<span data-mce-fragment=""1""> Green Fields </span>
</li>
</ul>",SPIC,,Shoes,"Apparel_Mens, B1G1, Brand-Green Fields, Category-Formal, Color_Black",true,Size,40,,,,,,,,M01-Black-40_AN,800.0,shopify,1,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Side.jpg?v=1633183769,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,active
buy-green-fields-mens-green-fields-lace-up-shoes-black-m01,,,,,,,,,41,,,,,,,,M01-Black-41_AN,800.0,shopify,2,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Angle.jpg?v=1633183769,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-lace-up-shoes-black-m01,,,,,,,,,42,,,,,,,,M01-Black-42_AN,800.0,shopify,4,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Back.jpg?v=1633183769,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-lace-up-shoes-black-m01,,,,,,,,,43,,,,,,,,M01-Black-43_AN,800.0,shopify,0,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Front.jpg?v=1633183769,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-lace-up-shoes-black-m01,,,,,,,,,44,,,,,,,,M01-Black-44_AN,800.0,shopify,0,deny,manual,75.00,150.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-lace-up-shoes-black-m01,,,,,,,,,45,,,,,,,,M01-Black-45_AN,800.0,shopify,0,deny,manual,75.00,150.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-m02,Mens Green Fields Slip-On Formal Shoes,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Leather-look, durable synthetic upper</li>
<li data-mce-fragment=""1"">Slightly cushioned footbed for comfort</li>
<li data-mce-fragment=""1"">Slip-on style with elasticated inserts</li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Thin leather inner lining with a flexible outsole</span></li>
<li data-mce-fragment=""1"">Black Color</li>
<li data-mce-fragment=""1"">Brand <span data-mce-fragment=""1""><a href=""https://www.dhukkan.com/collections/mens-shoes-formals/brand-green-fields"" title=""Green Fields Formal Shoes"" data-mce-fragment=""1"" data-mce-href=""https://www.dhukkan.com/collections/mens-shoes-formals/brand-green-fields"">Green Fields</a></span>
</li>
<li data-mce-fragment=""1"">Slip-on<span data-mce-fragment=""1""> </span><a title=""Formal shoes"" href=""https://www.dhukkan.com/collections/mens-shoes-formals"" data-mce-fragment=""1"" data-mce-href=""https://www.dhukkan.com/collections/mens-shoes-formals"">formal</a><span data-mce-fragment=""1""> </span>shoes  </li>
</ul>",SPIC,,Shoes,"Apparel_Mens, B1G1, Brand-Green Fields, Category-Formal, Color_Black",true,Size,40,,,,,,,,M02-Black-40_AN,800.0,shopify,0,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Side_57f62c04-0065-4c9c-b54e-b8e2a6fe9c8f.jpg?v=1633177309,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,active
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-m02,,,,,,,,,41,,,,,,,,M02-Black-41_AN,800.0,shopify,2,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Angle_7f19aedc-add4-4467-936d-31030a2333a9.jpg?v=1633177309,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-m02,,,,,,,,,42,,,,,,,,M02-Black-42_AN,800.0,shopify,1,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Back_a015a161-c210-4f58-84b2-cf32e97269a9.jpg?v=1633177309,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-m02,,,,,,,,,43,,,,,,,,M02-Black-43_AN,800.0,shopify,3,deny,manual,75.00,150.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0082/8473/3506/products/GreenFlieds-Mens-Formalshoes-Black-Front_a97b485e-a2eb-4322-9a4b-cbcfacbcca7e.jpg?v=1633177309,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-m02,,,,,,,,,44,,,,,,,,M02-Black-44_AN,800.0,shopify,0,deny,manual,75.00,150.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
buy-green-fields-mens-green-fields-slip-on-formal-shoes-black-m02,,,,,,,,,45,,,,,,,,M02-Black-45_AN,800.0,shopify,0,deny,manual,75.00,150.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.25,
